,Unnamed: 0,trainName,trainNumber,stationFrom,stationTo,trainRunsOnSun,trainRunsOnMon,trainRunsOnTue,trainRunsOnWed,trainRunsOnThu,trainRunsOnFri,trainRunsOnSat,from_DepartureTime,from_StationName,to_StationName,to_ArrivalTime,dayCount,totalDistance
444,444,NAVAJIVAN EXP,12656,MAS,ADI,Y,Y,Y,Y,Y,Y,Y,09:35,MGR CHENNAI CTL,AHMEDABAD JN,18:30,2.0,1890.0
445,445,AGTL DMR PASS,55675,AGTL,DMR,Y,Y,Y,Y,Y,Y,Y,17:45,AGARTALA,DHARMANAGAR,21:45,1.0,140.0
446,446,GHY INTERCITY,15606,DBRG,KYQ,Y,Y,Y,Y,Y,Y,Y,14:25,DIBRUGARH,GUWAHATI,04:45,2.0,554.0
447,447,GDG CSMT EXP,11140,GDG,CSMT,Y,Y,Y,Y,Y,N,Y,13:40,GADAG JN,C SHIVAJI MAH T,05:10,2.0,755.0
448,448,YPR DURONTO EXP,12214,DEE,YPR,N,Y,N,N,N,N,N,23:00,DELHI S ROHILLA,YESVANTPUR JN,07:55,3.0,2367.0
449,449,MAO HAPA SUP EXP,22907,MAO,HAPA,N,N,N,N,N,Y,N,10:40,MADGAON,HAPA,10:20,2.0,1531.0
450,450,ANVT  HWH EXP,12324,ANVT,HWH,Y,N,N,N,Y,N,N,07:05,ANAND VIHAR TRM,HOWRAH JN,06:10,2.0,1434.0
451,451,JBP GARIB RATH,12188,CSMT,JBP,Y,N,Y,N,Y,N,N,13:30,C SHIVAJI MAH T,JABALPUR,05:50,2.0,997.0
452,452,KOAA AGC EXPRESS,12319,KOAA,AGC,N,N,N,Y,N,N,N,13:10,KOLKATA,AGRA CANTT,12:30,2.0,1416.0
453,453,GARIB RATH EXP,12203,SHC,ASR,Y,Y,N,N,Y,N,N,14:30,SAHARSA JN,AMRITSAR JN,21:05,2.0,1723.0
454,454,AF RMR EXPRESS,15055,AF,RMR,N,Y,N,Y,N,N,Y,13:05,AGRA FORT,RAMNAGAR,00:15,2.0,441.0
455,455,JU HWH SUPFAST,12308,JU,HWH,Y,Y,Y,Y,Y,Y,Y,20:15,JODHPUR JN,HOWRAH JN,04:15,3.0,1813.0
456,456,JAN SHATABDI,12081,CAN,TVC,N,Y,Y,N,Y,Y,Y,04:50,KANNUR,TRIVANDRUM CNTL,14:25,1.0,502.0
457,457,HYB JP EXP,17020,HYB,JP,N,N,N,N,N,N,Y,15:15,HYDERABAD DECAN,JAIPUR,06:25,3.0,2011.0
458,458,MANMAD LTT EXP,12118,MMR,LTT,Y,Y,Y,Y,Y,Y,Y,08:35,MANMAD JN,LOKMANYATILAK T,13:00,1.0,245.0
459,459,CPR LJN EXP,15053,CPR,LJN,Y,Y,Y,Y,Y,Y,Y,19:35,CHHAPRA,LUCKNOW NE,09:00,2.0,537.0
460,460,DWR HBJ EXP,01663,DWR,HBJ,N,N,N,N,N,N,Y,22:50,DHARWAR,HABIBGANJ,04:20,3.0,1434.0
461,461,BSL NGP SUP EXP,22111,BSL,NGP,Y,N,N,Y,N,Y,N,05:35,BHUSAVAL JN,NAGPUR,16:10,1.0,604.0
462,462,ERS LTT DURONTO,12224,ERS,LTT,Y,N,N,Y,N,N,N,21:30,ERNAKULAM JN,LOKMANYATILAK T,18:15,2.0,1599.0
463,463,AVANTIKA EXP,12962,INDB,MMCT,Y,Y,Y,Y,Y,Y,Y,16:15,INDORE JN BG,MUMBAI CENTRAL,06:10,2.0,829.0
464,464,LTT HUBBALLI EXP,17318,LTT,UBL,Y,Y,Y,Y,Y,Y,Y,18:45,LOKMANYATILAK T,HUBBALLI JN,11:20,2.0,731.0
